Stage Name,Full Name,Korean Name,K. Stage Name,Date of Birth,Group,Country,Second Country,Height,Weight,Birthplace,Other Group,Former Group,Gender,Position,Instagram,Twitter
Jinhoo,Kim Jinwook,김진욱,진후,8/2/95,UP10TION,South Korea,,0,0,Changwon,,,M,,,
Kuhn,Noh Sooil,노수일,쿤,11/11/95,UP10TION,South Korea,,0,0,Ansan,,,M,,,
Kongyeol,Go Minsoo,고민수,고결,5/19/96,UP10TION,South Korea,,0,0,Bucheon,,,M,,,
Wei,Lee Sungjun,이성준,웨이,7/8/96,UP10TION,South Korea,,0,0,Seoul,,,M,,,
Bitto,Lee Changhyun,이창현,비토,8/24/96,UP10TION,South Korea,,0,0,Dongducheon,,,M,,,
Wooshin,Kim Wooseok,김우석,우신,10/27/96,UP10TION,South Korea,,0,0,Daejeon,,X1,M,,,
Sunyoul,Seon Yein,선예인,선율,11/6/96,UP10TION,South Korea,,0,0,Wando,,,M,,,
Gyujin,Han Gyujin,한규진,규진,11/21/97,UP10TION,South Korea,,0,0,Icheon,,,M,,,
Hwanhee,Lee Hwanhee,이환희,환희,5/6/98,UP10TION,South Korea,,0,0,Daejeon,,,M,,,
Xiao,Lee Dongyeol,이동열,샤오,12/13/98,UP10TION,South Korea,,0,0,Busan,,,M,,,
Heejin,Song Heejin,송희진,희진,8/19/95,Good Day,South Korea,,0,0,Seoul,,,F,,,
Green,Kim Jiwon,김지원,지니,7/1/97,RedSquare,South Korea,,0,0,Daegu,,Good Day,F,Vocalist,,
Chaea,Kim Chaeyoung,김채영,체리,7/5/97,RedSquare,South Korea,,0,0,Gunsan,,Good Day,F,"Vocalist, Main Dancer",,
Chaesol,Maeng Chaesol,맹채솔,채솔,7/14/98,Cignature,South Korea,,0,0,Yeosu,,Good Day,F,,,
Ari,Hwang Nayoon,황나윤,아리,3/30/99,RedSquare,South Korea,,0,0,Seoul,,Good Day,F,Vocalist,,
Jeewon,Kim Jiwon,김지원,지원,4/1/99,Cignature,South Korea,,0,0,Busan,,Good Day,F,,,
Yeah,Kim Haeun,김하은,예아,10/9/99,,South Korea,,0,0,Gongju,,"Good Day, Cignature",F,,,
Sunn,Hwang Jiwon,황지원,선,2/7/00,,South Korea,,0,0,Jincheon,,"Good Day, Cignature",F,,,
Bomin,Kim Bomin,김보민,보민,9/24/01,RedSquare,South Korea,,0,0,Gwangju,,Good Day,F,Dancer,,
Belle,Jin Hyeonjoo,진현주,벨,11/3/01,Cignature,South Korea,,0,0,Goyang,,Good Day,F,,,
Jiyoung,Ahn Jiyoung,안지영,지영,9/14/95,Bolbbalgan4,South Korea,,0,0,Yeongju,,,F,,,
Jiyoon,Woo Jiyoon,우지윤,지윤,1/6/96,Bolbbalgan4,South Korea,,0,0,Yeongju,,,F,,,
Kid,Kim Junhoe,김준회,키드,10/26/95,VARSITY,South Korea,,177,58,,,,M,,,
Bullet,Jin Junwoo,진준우,블릿,12/2/95,VARSITY,South Korea,,182,65,Seoul,,,M,,,
Damon,Hu Boohan,후보한,데이먼,7/2/96,VARSITY,China,,181,0,,,,M,,,
Xiweol,Kang Minseok,강민석,시월,10/21/96,VARSITY,South Korea,,174,0,,,,M,,,
Xin,Wang Xinwi,왕씬위,씬,11/10/96,VARSITY,China,,185,0,,,,M,,,
Jaebin,Deung Bin,등빈,재빈,2/13/97,VARSITY,China,,168,0,Hunan,,,M,,,
Dann,Jung Seungbo,정승보,단,11/1/97,Kingdom,South Korea,,178,0,Ilsan,,VARSITY,M,,,
Riho,Jin Seungwook,진승욱,리호,3/1/98,VARSITY,South Korea,,178,59,Incheon,,,M,,,
Anthony,Anthony Lo,엔써니 루오,엔써니,3/12/98,VARSITY,China,USA,179,0,,,,M,,,
Arthur,Jang Yunho,장윤호,아서,4/15/00,Kingdom,South Korea,,176,57,,,VARSITY,M,,,
Dawon,Cho Dawon,조다원,다원,5/12/00,VARSITY,South Korea,,183,69,,,,M,,,
Manny,Syo Dongchun,쇼동청,만니,11/17/01,VARSITY,China,,170,64,,,,M,,,
Kangmin,Kim Kangmin,김강민,강민,11/13/01,TRCNG,South Korea,,169,0,,,,M,,,
Hohyeon,Lee Hohyeon,이호현,호현,10/14/01,TRCNG,South Korea,,177,0,,,,M,,,
Siwoo,Yoo Siwoo,유시우,시우,5/11/01,TRCNG,South Korea,,178,0,,,,M,,,
Hyunwoo,Kim Hyunwoo,김현우,현우,1/21/01,TRCNG,South Korea,,173,0,,,,M,,,
Jisung,Kim Jisung,김지성,지성,12/21/00,TRCNG,South Korea,,171,0,,,,M,,,
Wooyeop,Jo Wooyeop,조우엽,우엽,9/27/00,TRCNG,South Korea,,179,0,,,,M,,,
Hakmin,Lee Hakmin,이학민,학민,9/20/00,TRCNG,South Korea,,171,0,,,,M,,,
Taeseon,Yang Taeseon,양태선,태선,9/17/00,TRCNG,South Korea,,182,0,,,,M,,,
Hayoung,Choi Hayoung,최하영,하영,8/22/00,TRCNG,South Korea,,181,0,,,,M,,,
Jihun,Kim Jihun,김지훈,지훈,1/9/00,TRCNG,South Korea,,176,0,Daegu,,,M,,,
Hojoon,Jeon Hojoon,전호준,호준,10/31/92,Topp Dogg,South Korea,,0,0,Gwangju,,,M,,,
Sangdo,Yoo Sangdo,유상도,상도,3/2/93,Topp Dogg,South Korea,,0,0,Incheon,,,M,,,
B-Joo,Kim Byungjoo,김병주,비주,1/8/94,Topp Dogg,South Korea,,0,0,Seoul,,,M,,,
Xero,Shin Jiho,신지호,제로,2/3/94,Topp Dogg,South Korea,,0,0,Gwangji,,,M,,,
Kim Sanggyun,Kim Sanggyun,김상균,김상균,5/23/95,JBJ95,South Korea,,0,0,Gwangju,JBJ,"Topp Dogg, XENO-T",M,,,
Yano,Seo Sangwon,서상원,야노,9/27/95,Topp Dogg,South Korea,,0,0,Seoul,,,M,,,
Kidoh,Jin Hyosang,진효상,키도,12/16/92,,South Korea,,0,0,Seoul,,Topp Dogg,M,,,
Seogoong,Park Hyunho,박현호,서궁,5/1/92,,South Korea,,0,0,Seongnam,,Topp Dogg,M,,,
Gohn,Kim Dongsung,김동성,곤,8/1/92,,South Korea,,0,0,Seoul,,Topp Dogg,M,,,
Jenissi,Kim Taeyang,김태양,제니씨,8/2/91,,South Korea,,0,0,Seoul,,Topp Dogg,M,,,
P-Goon,Park Sehyuk,박세혁,피군,10/18/91,,South Korea,,0,0,Seoul,,Topp Dogg,M,,,
Nakta,Shin Yooncheol,신윤철,낙타,4/24/93,,South Korea,,0,0,Daegu,,Topp Dogg,M,,,
Hansol,Kim Hansol,김한솔,한솔,6/15/93,,South Korea,,0,0,Busan,,Topp Dogg,M,,,
Kenta,Takada Kenta,타카다 켄타,켄타,1/10/95,JBJ,Japan,,0,0,Fujioka,,,M,,,
Longguo,Jin Longguo,진룽궈,룽궈,3/2/96,JBJ,China,,0,0,Heilong,,,M,,,
Hyunbin,Kwon Hyunbin,권현빈,현빈,3/4/97,JBJ,South Korea,,0,0,Seoul,,,M,,,
Donghan,Kim Donghan,김동한,동한,7/3/98,WEi,South Korea,,0,0,Daegu,,JBJ,M,,,
Seonglee,Kim Seonglee,김성리,성리,4/6/94,,South Korea,,173,0,,,RAINZ,M,,seong_leeee,
Wontak,Ju Wontak,주원탁,원탁,2/24/96,,South Korea,,178,0,,,RAINZ,M,,/j_wontagii/,2able_wontop
Kiwon,Lee Kiwon,이기원,기원,6/27/96,GIDONGDAE,South Korea,,170,0,,,RAINZ,M,,kiwon_1810,
Daehyeon,Jang Daehyeon,장대현,대현,2/11/97,WEi,South Korea,,175,0,,,RAINZ,M,,daehyeon0211,
Eunki,Hong Eunki,홍은기,은기,9/29/97,,South Korea,,182,0,,,RAINZ,M,,eun_doitz,eun_doit2
Hyunmin,Byun Hyunmin,변현민,현민,4/17/99,,South Korea,,170,0,,,RAINZ,M,,bhm__99,bhm___99
Sunghyuk,Seo Sunghyuk,서성혁,성혁,8/26/99,,South Korea,,170,0,,,,M,,sunghyuk_seo,
Dayeon,Hwang Da Kyeon,황연경,다연,11/17/95,XUM,South Korea,,0,0,,,NeonPunch,F,,sunghyuk_seo,
Hajeong,Lee Hajeong,이하정,하정,9/23/97,,South Korea,,0,0,,,NeonPunch,F,,sunghyuk_seo,
Baekah,Kim Sua,김수아,백아,10/24/99,XUM,South Korea,,0,0,,,NeonPunch,F,,sunghyuk_seo,
Arang,Son Mnjung,손민정,아랑,3/8/00,,South Korea,,0,0,,,NeonPunch,F,,sunghyuk_seo,
Iaan,Yoo Dongju,유동주,이안,3/22/02,XUM,South Korea,,0,0,,,NeonPunch,F,,sunghyuk_seo,
Eunjin,Ma Eunjin,마은진,은진,5/23/97,Playback,South Korea,,165,49,Wonju,,,F,,sunghyuk_seo,
Yves,Ha Sooyoung,하수영,이브,5/24/97,LOONA,South Korea,,0,0,,Loona yyxy,,F,,,
Haeyeon,Lee Taeyeon,이태연,해연,1/11/94,Gate9,South Korea,,161,0,,,,F,,ha2y2on_gnine,
Yeori,Kim Soyeon,김소연,여리,5/30/94,Gate9,South Korea,,164,0,Seoul,,,F,,yeori_g9,
Haru,Han Sangsook,한상숙,하루,7/6/94,Gate9,South Korea,,160,0,Bucheon,,,F,,hanharuuu,
Kady,Gu Dokyoung,구도경,케이디,4/7/95,Gate9,South Korea,,168,0,Busan,,,F,,kady_g9,
Gaga,Lee Soobin,이수빈,가가,11/10/94,Gate9,South Korea,,164,0,,,,F,,gagag9,
Juju,Park Juyoung,박주영,쥬쥬,1/3/96,Gate9,South Korea,,168,0,Changwon,,,F,,baby.juju_0,
Taera,Lee Yujin,이유진,태라,4/12/94,Gate9,South Korea,,161,0,Incheon,,,F,,taera9nine,
Yoon,Ji Hayoon,지하윤,윤,7/8/97,Gate9,South Korea,,162,0,Busan,,,F,,queenyunista,
Vivian,Park Sunghee,박성희,비비안,12/8/98,Gate9,South Korea,,0,0,,,,F,,vivian__g9,
Youngmin,Lim Youngmin,임영민,영민,12/25/95,,South Korea,,0,0,Busan,MXM,AB6IX,M,,,
Donghyun,Kim Donghyun,김동현,동현,9/17/98,AB6IX,South Korea,,0,0,Daejeon,MXM,,M,,,
Chuu,Kim Jiwoo,김지우,츄,10/20/99,LOONA,South Korea,,0,0,Cheongju,Loona yyxy,,F,,,
Gowon,Park Chaewon,박채원,고원,11/19/00,LOONA,South Korea,,0,0,,Loona yyxy,,F,,,
Saerom,Lee Saerom,이새롬,새롬,1/7/97,fromis_9,South Korea,,0,0,Gangwon,,,F,,,
Hayoung,Song Hayoung,송하영,하영,9/29/97,fromis_9,South Korea,,0,0,Gwangju,,,F,,,
Gyuri,Jang Gyuri,장규리,규리,12/27/97,fromis_9,South Korea,,0,0,Seoul,,,F,,,
Jiwon,Park Jiwon,박지원,지원,3/20/98,fromis_9,South Korea,,0,0,Busan,,,F,,,
Jisun,Roh Jisun,노지선,지선,11/23/98,fromis_9,South Korea,,0,0,Seoul,,,F,,,
Seoyeon,Lee Seoyeon,이서연,서연,1/22/00,fromis_9,South Korea,,0,0,Seoul,,,F,,,
Chaeyoung,Lee Chaeyoung,이채영,채영,5/14/00,fromis_9,South Korea,,0,0,Pohang,,,F,,,
Nakyung,Lee Nakyung,이나경,나경,6/1/00,fromis_9,South Korea,,159,42,Mungyeong,,,F,"Lead Vocalist, Rapper, Visual",,
Jiheon,Baek Jiheon,백지헌,지헌,4/17/03,fromis_9,South Korea,,0,0,Jeolla,,,F,,,
Suhyun,Choi Hyunggeun,최형근,수현,10/1/92,SNUPER,South Korea,,0,0,Bucheon,,,M,,,
Sangil,Shim Sangil,심상일,상일,5/1/93,SNUPER,South Korea,,0,0,Seoul,,,M,,,
Taewoong,Yoo Taewoong,유태웅,태웅,5/24/94,SNUPER,South Korea,Japan,0,0,,,,M,,,
Woosung,Choi Sunghyuk,최성혁,우성,9/24/94,SNUPER,South Korea,,0,0,Seoul,,,M,,,
Sangho,Jo Sangho,조상호,상호,2/10/95,SNUPER,South Korea,,0,0,Changwon,,,M,,,
Sebin,Jang Sebin,장세빈,세빈,4/24/96,SNUPER,South Korea,,0,0,Pocheon,OMEGA X,,M,,,
Xeheun,Lee Seheun,이세흔,세흔,7/11/99,Girlkind,South Korea,,0,162,,,,F,,,
Medic Jin,Bae Yujin,배유진,메딕진,8/25/96,Girlkind,South Korea,,0,167,,,,F,,,
JK,Kim Jikang,김지강,지강,3/17/98,Girlkind,South Korea,,0,161,,,,F,,,
Sun J,Jeon Heesun,전희선,썬제이,2/13/01,Girlkind,South Korea,,0,165,,,,F,,,
Ellyn,Bang Sunhee,방선희,엘린,10/19/02,Girlkind,South Korea,,0,170,,,,F,,,
Seokcheol,Lee Seokchul,이석철,석철,1/11/00,TheEastLight,South Korea,,0,170,,,,M,,d.dj_dinosaur.lee.s.c,
Eunsung,Lee Eunsung,이은성,은성,9/7/00,TheEastLight,South Korea,,0,0,,,,M,,,
Seunghyun,Lee Seunghyun,이승현,승현,12/31/01,TheEastLight,South Korea,,0,0,,,,M,,,
Junwook,Kim Junwook,김준욱,준욱,1/10/02,TheEastLight,South Korea,,0,0,,,,M,,,
Sakang,Jeon Sakang,정사강,사강,10/26/02,TheEastLight,South Korea,,0,0,,,,M,,,
Woojin,Lee Woojin,이우진,우진,4/3/03,TheEastLight,South Korea,,0,0,,,,M,,the_greatest_woojin,
Bin,Kwon Soobin,김수빈,빈,10/28/93,Hot Blood Youth,South Korea,,0,0,,,,M,,,
Marco,Lee Hyunggeun,이형근,마르코,5/11/94,Hot Blood Youth,South Korea,,0,0,,,,M,,,
Taro,Choi Wonjin,최원진,타로,11/9/94,Hot Blood Youth,South Korea,,0,0,,,,M,,,
Kyuhyuk,Shim Kyuhyuk,심규혁,규혁,1/11/95,Hot Blood Youth,South Korea,,0,0,,,,M,,,
Jisan,Choi Jinsang,최지상,지산,11/3/99,Hot Blood Youth,South Korea,,0,0,,,,M,,,
Taeeun,Moon Taeeun,문태은,태은,2/9/00,IM,South Korea,,175,0,,,,M,,,
Giseok,Jun Giseok,정기석,기석,5/2/97,IM,South Korea,,180,0,,,,M,,,
Hangyul,Lee Hangyul,이한결,한결,12/7/99,BAE173,South Korea,,177,0,,,"X1, IM",M,,,
Gijung,Kim Gijung,김기중,기중,1/24/01,IM,South Korea,,180,0,,,,M,,,
Haena,Lee Haena,이해나,해나,6/2/91,Matilda,South Korea,,0,165,,,,F,,,
Dan-a,Park Seungyeon,박승연,단아,6/26/93,Matilda,South Korea,,0,160,,,,F,,,
Semmi,Oh Heesun,오희선,세미,10/22/95,Matilda,South Korea,,0,165,,,,F,,,
Saebyeol,Han Saebyeol,한새별,새별,5/23/96,Matilda,South Korea,,0,168,,,,F,,,
Yua,Mikami Yua,미카미 유아,유아,8/16/93,Honey Popcorn,Japan,,0,0,,,,F,,,
Miko,Matsuda Miko,마츠다 미코,미코,10/28/95,Honey Popcorn,Japan,,0,0,,,,F,,,
Moko,Sakura Moko,사쿠라 모코,모코,3/19/91,Honey Popcorn,Japan,,0,0,,,,F,,,
Kun,Qian Kun,첸쿤,쿤,1/1/96,NCT,China,,0,0,,,,M,,,
Jungwoo,Kim Jungwoo,김정우,정우,2/19/98,NCT,South Korea,,0,0,,,,M,,,
Lucas,Wong Junghei,웡육헤이,루카스,1/25/99,NCT,Hong Kong,,0,0,,SuperM,,M,,,
Sangyeon,Lee Sangyeon,이상연,상연,11/4/96,The Boyz,South Korea,,176,61,,,,M,,,
Jacob,Bae Joonyoung,배준영,제이콥,5/30/97,The Boyz,South Korea,Canada,175,60,Toronto,,,M,,,
Younghoon,Kim Younghoon,김영훈,영훈,8/8/97,The Boyz,South Korea,,182,63,,,,M,,,
Hyunjae,Lee Jaehyun,이재현,현재,9/13/97,The Boyz,South Korea,,180,62,,,,M,,,
Juyeon,Lee Juyeon,이주연,주연,1/16/98,The Boyz,South Korea,,180,67,,,,M,,,
Kevin,Moon Hyungseo,문형서,케빈,2/23/98,The Boyz,Canada,South Korea,176,66,,,,M,,,
New,Choi Chanhee,최찬희,뉴,4/26/98,The Boyz,South Korea,,175,51,Jeonju,,,M,,,
Q,Ji Changmin,지창민,큐,11/5/98,The Boyz,South Korea,,175,56,,,,M,,,
Juhaknyeon,Ju Haknyeon,주학년,주학년,3/9/99,The Boyz,South Korea,,175,58,Jeju,,,M,,,
Hwall,Heo Hyunjoon,허현준,활,3/9/00,,South Korea,,178,56,Busan,,The Boyz,M,,,
Sunwoo,Kim Sunwoo,김선우,선우,4/12/00,The Boyz,South Korea,,177,64,,,,M,,,
Eric,Son Youngjae,손영재,에릭,12/22/00,The Boyz,South Korea,,171,56,,,,M,,,
Bang Chan,Bang Chan,방찬,방찬,10/3/97,Stray Kids,Australia,South Korea,0,0,Sydney,3RACHA,,M,,,
Woojin,Kim Woojin,김우진,우진,4/8/97,,South Korea,,0,0,Daejeon,,Stray Kids,M,,,
Lee Know,Lee Minho,이민호,리노,10/25/98,Stray Kids,South Korea,,0,0,Gimpo,,,M,,,
Changbin,Seo Changbin,서창빈,창빈,8/11/99,Stray Kids,South Korea,,0,0,Yongin,3RACHA,,M,,,
Hyunjin,Hwang Hyunjin,황현진,현진,3/20/00,Stray Kids,South Korea,,0,0,Seoul,,,M,,,
Han,Han Jisung,한지성,한,9/14/00,Stray Kids,South Korea,,0,0,Incheon,3RACHA,,M,,,
Felix,Lee Youngbok,이용복,필릭스,9/15/00,Stray Kids,South Korea,,0,0,Sydney,,,M,,,
Seungmin,Kim Seungmin,김승민,승민,9/22/00,Stray Kids,South Korea,,0,0,Seoul,,,M,,,
I.N,Yang Jeongin,양정인,아이엔,2/8/01,Stray Kids,South Korea,,0,0,Busan,,,M,,,
Olivia Hye,Son Hyeju,손혜주,올리비아 혜,11/13/01,LOONA,South Korea,,0,0,,Loona yyxy,,F,,,
Samuel,Kim Samuel,김사무엘,사무엘,1/17/02,,South Korea,USA,0,0,Los Angeles,,1PUNCH,M,,,
Kriesha Chu,Kriesha Ziskind Teo Tiu,크리샤 지스킨드 테오 티우,크리샤 츄,12/20/98,,Philippines,,0,0,Cebu,,,F,,,
JOO,Jung Minjoo,정민주,주,10/11/90,,South Korea,,0,0,Seoul,,,F,,,
Miyeon,Jo Miyeon,조미연,미연,1/31/97,(G)I-DLE,South Korea,,0,0,,,,F,,,
Minnie,Nicha Yontararak,니차 욘타라락,민니,10/23/97,(G)I-DLE,Thailand,,0,0,,,,F,,,
Soyeon,Jeon Soyeon,전소연,소연,8/26/98,(G)I-DLE,South Korea,,157,42,,,,F,,,
Soojin,Seo Soojin,서수진,수진,3/9/98,,South Korea,,0,0,,,(G)I-DLE,F,,,
Yuqi,Song Yuqi,송우기,우기,9/23/99,(G)I-DLE,China,,162,48,Beijing,,,F,,,
Shuhua,Yeh Shuhua,예슈화,슈화,1/6/00,(G)I-DLE,Taiwan,,161,45,,,,F,,,
NC.A,Im Soeun,임소은,앤씨아,10/7/96,UNI.T,South Korea,,0,0,Osan,,,F,,,
Suji,Lee Suji,이수지,수지,3/20/98,UNI.T,South Korea,,0,0,Busan,,The Ark,F,,,
Yoonjo,Shin Yoonjo,신윤조,윤조,12/14/92,UNI.T,South Korea,,0,0,Seoul,,Hello Venus,F,,,
May,Jeong Chaeyoung,정채영,메이,7/27/01,,South Korea,,0,0,,,NeonPunch,F,,,
Terry,Han Dasom,한다솜,테리,2/2/98,,South Korea,,0,0,,,NeonPunch,F,,,
Seunghwan,Lee Seunghwan,이승환,승환,12/10/94,Romeo,South Korea,,0,0,,,,M,,,
Yunsung,Hwang Yunsung,황윤성,윤성,3/19/96,Romeo,South Korea,,0,0,,,,M,,,
Milo,Kim Minhak,김민학,마일로,8/20/96,Romeo,South Korea,,0,0,,,,M,,,
Minsung,Kim Minhwi,김민휘,민성,12/24/96,Romeo,South Korea,,0,0,,,,M,,,
Kyle,Ma Jaekyung,마재경,카일,1/15/97,Romeo,South Korea,,0,0,,,,M,,,
Hyunkyung,Kim Hyunjong,김현종,현경,9/5/98,Romeo,South Korea,,0,0,,,,M,,,
Kangmin,Noh Kangmin,노강민,강민,9/5/99,Romeo,South Korea,,0,0,,,,M,,,
Minji,Kim Minji,김민지,민지,1/16/01,Busters,South Korea,,0,0,,,,F,,,
Minjung,Cha Minjung,차민정,민정,7/15/04,,South Korea,,0,0,,,Busters,F,,,
Jisoo,Jung Jisoo,정지수,지수,11/22/03,Busters,South Korea,,0,0,,,,F,,,
Chaeyeon,Kim Chaeyeon,김채연,채연,12/4/04,tripleS,South Korea,,0,0,,,Busters,F,,,
Hyungseo,Myeong Hyeongseo,명형서,형서,6/25/01,CLASS:y,South Korea,,160,44,,,Busters,F,,,
Eunjin,Moon Eunjin,문은진,은진,11/5/98,Highteen,South Korea,,0,0,,,,F,,,
Hyejoo,Park Hyunjoo,박현주,혜주,1/12/99,Highteen,South Korea,,0,0,,,,F,,,
Hyebin,Im Hyebin,임혜빈,혜빈,11/10/99,Highteen,South Korea,,0,0,,,,F,,,
Sea,Kim Sujeong,김수정,세아,12/5/99,Highteen,South Korea,,0,0,,,,F,,,
Yonghoon,Jin Yonghoon,진용훈,용훈,8/17/94,Onewe,South Korea,,0,0,,,MAS,M,,,
Harin,Ju Harin,주하린,주하린,3/29/98,Onewe,South Korea,,0,0,,,MAS,M,,,
Kanghyun,Kang Hyungu,강현구,강현,11/24/98,Onewe,South Korea,,0,0,,,MAS,M,,,
Dongmyeong,Son Dongmyeong,곤동명,동명,1/20/00,Onewe,South Korea,,0,0,,,MAS,M,,,
Cya,Lee Giwook,이기욱,키야,1/24/00,Onewe,South Korea,,0,0,,,MAS,M,,,
Ravn,Kim Yoongjo,김영조,레이븐,9/2/95,Oneus,South Korea,,0,0,,,,M,,,
Seoho,Lee Seoho,이서호,서호,6/7/96,Oneus,South Korea,,0,0,,,,M,,,
Leedo,Kim Geonhak,김건학,이도,7/26/97,Oneus,South Korea,,0,0,,,,M,,,
Keonhee,Lee Keonhee,김건희,건희,6/27/98,Oneus,South Korea,,0,0,,,,M,,,
Hwanwoong,Yeo Hwanwoong,여환웅,환웅,8/26/98,Oneus,South Korea,,0,0,,,,M,,,
Xion,Son Dongju,손동주,시온,1/10/00,Oneus,South Korea,,0,0,,,,M,,,
Hyunwook,Ji Hyunwook,지현욱,현욱,7/1/98,D-CRUNCH,South Korea,,0,0,,,,M,,,
Hyunho,Lee Hyunho,이현호,현호,11/4/98,D-CRUNCH,South Korea,,0,0,,,,M,,,
O.V,Kim Sanchan,김상찬,오뷔,1/3/99,D-CRUNCH,South Korea,,0,0,,,,M,,,
Hyunoh,Park Hyunoh,백현우,현우,2/12/99,D-CRUNCH,South Korea,,0,0,,,,M,,,
Hyunwoo,Baek Hyunwoo,박현오,현오,3/19/99,D-CRUNCH,South Korea,,0,0,,,,M,,,
Minhyuk,Kim Minhyuk,김민혁,민혁,11/6/99,D-CRUNCH,South Korea,,0,0,,,,M,,,
Chanyoung,Kim Chanyoung,김찬영,찬영,11/20/00,D-CRUNCH,South Korea,,0,0,,,,M,,,
Jeongseung,Park Jeongseung,박정승,정승,5/20/02,D-CRUNCH,South Korea,,0,0,,,,M,,,
Dylan,Park Yeonjae,박연재,딜란,7/26/02,D-CRUNCH,South Korea,,0,0,,,,M,,,
Miya,Miyauchi Haruka,미야우치 하루카,미야,5/26/93,GWSN,Japan,,0,0,,,,F,,,
Seokyoung,Kim Seokyung,김서경,서경,4/16/99,GWSN,South Korea,,0,0,,,,F,,,
Seoryoung,Lee Seoryung,이서령,서령,1/26/00,GWSN,South Korea,,0,0,,,,F,,,
Anne,Lee Seoyoung,이서영,앤,10/17/00,GWSN,South Korea,,0,0,,,,F,,,
Minju,Kang Minjoo,강민주,민주,3/11/01,GWSN,South Korea,,0,0,,,,F,,,
Soso,Wang Chingyi,왕징이,소소,3/14/01,GWSN,Taiwan,,0,0,,,,F,,,
Lena,Kang Rena,강레나,레나,4/17/02,GWSN,South Korea,,0,0,,,,F,,,
Saebom,Kim Saerok,김새록,새봄,1/30/97,NATURE,South Korea,,0,0,,,,F,,,
Aurora,Yang Lan,양안,오로라,1/14/97,NATURE,China,,0,0,,,,F,,,
Lu,Im Hayoung,임하영,루,12/3/97,NATURE,South Korea,,0,0,,,,F,,,
Chaebin,Choi Yoobin,최유빈,채빈,7/28/99,NATURE,South Korea,,0,0,,,,F,,,
Gaga,Li Jia Jia,리 지아 지아,가가,9/1/99,,China,,0,0,,,NATURE,F,,,
Haru,Abe Haruno,아베 하루노,하루,2/21/00,NATURE,Japan,,0,0,,,,F,,,
Uchae,Yu Hyejun,유혜준,유채,5/7/02,NATURE,South Korea,,0,0,,,,F,,,
Sunshine,Kim Minjung,김민정,선샤인,6/20/02,NATURE,South Korea,,0,0,,,,F,,,
Jisun,Hwang Jisun,황지선,지선,10/17/89,S#aFLA,South Korea,,165,46,,,"Girl's Day, New F.O",F,,,
Suhyeon,Kim Seunghyun,김승현,수현,4/19/88,S#aFLA,South Korea,,0,0,,,1PS,F,,,
Seulgi,Jeong Seulgi,정슬기,슬기,5/12/90,S#aFLA,South Korea,,0,0,,,,F,,,
Yujin,Jeong Yujin,정유진,유진,10/23/89,S#aFLA,South Korea,,0,0,,,D-Unit,F,,,
Eunbi,Kwon Eunbi,권은비,은비,9/27/95,IZ*ONE,South Korea,,0,0,Seoul,,,F,,,
Sakura,Miyawaki Sakura,미야와키 사쿠라,사쿠라,3/19/98,LE SSERAFIM,Japan,,0,0,Kagoshima,,IZ*ONE,F,,,
Hyewon,Kang Hyewon,강혜원,혜원,7/5/99,IZ*ONE,South Korea,,0,0,Yangsan,,,F,,,
Yena,Choi Yena,최예나,예나,9/29/99,IZ*ONE,South Korea,,0,0,Seoul,,,F,,,
Chaeyeon,Lee Chaeyeon,이채연,채연,1/11/00,IZ*ONE,South Korea,,0,0,Yongin,,,F,,,
Chaewon,Kim Chaewon,김채원,채원,8/1/00,LE SSERAFIM,South Korea,,0,0,Seoul,,IZ*ONE,F,,,
Minjoo,Kim Minjoo,김민주,민주,2/5/01,IZ*ONE,South Korea,,0,0,Seoul,,,F,,,
Nako,Yabuki Nako,야부키 나코,나코,6/18/01,IZ*ONE,Japan,,0,0,Tokyo,,,F,,,
Hitomi,Honda Hitomi,혼다 히토미,히토미,10/6/01,IZ*ONE,Japan,,0,0,Toghichi,,,F,,,
Yuri,Jo Yuri,조유리,유리,10/22/01,IZ*ONE,South Korea,,0,0,Busan,,,F,,,
Yujin,Ahn Yujin,안유진,유진,9/1/03,IVE,South Korea,,0,0,Cheongju,,IZ*ONE,F,,,
Wonyoung,Jang Wonyoung,장원영,원영,8/31/04,IVE,South Korea,,0,0,Seoul,,IZ*ONE,F,,,
Dongheon,Lee Dongheon,이동헌,동헌,8/4/95,Verivery,South Korea,,0,0,,,,M,,,
Hoyoung,Bae Hoyoung,배호영,호영,8/10/98,Verivery,South Korea,,0,0,,,,M,,,
Minchan,Hong Minchan,홍민찬,민찬,9/16/98,Verivery,South Korea,,0,0,,,,M,,,
Gyehyeon,Jo Gyehyeon,조계현,계현,5/14/99,Verivery,South Korea,,0,0,,,,M,,,
Yeonho,Ju Yeonho,주연호,연호,5/31/00,Verivery,South Korea,,0,0,,,,M,,,
Yongseung,Kim Yongseung,김용승,용승,6/17/00,Verivery,South Korea,,0,0,,,,M,,,
Kangmin,Yoo Kangmin,유강민,강민,1/25/03,Verivery,South Korea,,0,0,,,,M,,,
Haeyoon,Park Haeyoon,박해윤,해윤,1/10/96,Cherry Bullet,South Korea,,157,43,,,,F,,,
Yuju,Choi Yuju,최유주,유주,3/5/97,Cherry Bullet,South Korea,,0,0,,,,F,,,
Ella,Kim Kyungjoo,김경주,엘라,3/26/98,Pixy,South Korea,,0,0,,,Cherry Bullet,F,,,
